Name,Phone Number,Province,Sport,Game Attendance,Age,Called,Call Center,Call Outcome,Applied,Decision
Jazmin Hess,947154530109,Ontario,cricket,0.34,39,True,South,interested,True,rejected
Meadow Wiggins,386231271540,Alberta,cricket,0.61,27,False,West,,,
Van Lucas,931221117323,Alberta,ice hockey,0.33,43,True,West,not interested,False,
Nikhil Carson,423207361985,Prince Edward Island,cricket,0.19,24,False,East,,,
Peyton Ramirez,688888444002,Saskatchewan,soccer,0.14,27,False,West,,,
Justine Skinner,349840150077,Alberta,basketball,0.36,39,False,West,,,
Jensen Garrison,671875065002,British Columbia,rugby,0.39,25,False,West,,,
Amina Daniel,627025750720,Manitoba,ice hockey,0.35,56,True,South,not interested,False,
Marvin Key,385437134814,Manitoba,ice hockey,0.72,44,False,South,,,
Baylee Sawyer,297558244262,Ontario,soccer,0.52,26,False,South,,,
Jamir Sharp,274564573354,Alberta,ice hockey,0.47,34,False,West,,,
Kylie Robles,278221722772,Alberta,ice hockey,0.2,25,False,West,,,
Kendrick Lucas,215341798591,Saskatchewan,ice hockey,0.2,28,False,West,,,
Giuliana Ware,114305521031,Nova Scotia,ice hockey,0.34,34,True,East,not interested,False,
Alayna Dunn,297149594604,Manitoba,baseball,0.82,50,False,South,,,
Eliezer Pollard,592657212986,Saskatchewan,ice hockey,0.11,18,False,West,,,
Jayda Trevino,398711010370,New Brunswick,soccer,0.71,40,True,East,interested,False,
Finley Morse,286062852961,Manitoba,ice hockey,0.31,31,False,South,,,
Rosemary Hays,549568637147,Manitoba,tennis,0.8,45,False,South,,,
Oswaldo Austin,950894757117,Nova Scotia,baseball,0.26,64,True,East,interested,True,rejected
Laci Branch,96503030075,Alberta,soccer,0.78,21,False,West,,,
Nigel Larson,309134454024,Quebec,rugby,0.35,31,False,East,,,
Elle Melton,934806128379,Ontario,baseball,0.4,26,False,South,,,
Kaeden Farrell,496173112418,Ontario,ice hockey,0.24,28,False,South,,,
Trevon Shea,780997292097,Ontario,cricket,0.17,20,False,South,,,
Giana Phillips,40117968330,Newfoundland and Labrador,cricket,0.58,35,True,East,not interested,False,
Keon Mata,866787583585,Alberta,ice hockey,0.19,60,False,West,,,
Santino Rocha,692500966549,Saskatchewan,ice hockey,0.11,26,False,West,,,
Marissa Avila,699246269709,Quebec,ice hockey,0.9,28,False,East,,,
River Brennan,651806520992,Ontario,tennis,0.24,23,False,South,,,
Anaya Bruce,479864523592,Ontario,soccer,0.59,41,True,South,not interested,False,
River Melton,599395218569,New Brunswick,cricket,0.43,23,False,East,,,
Malakai Wiley,647443547526,Nova Scotia,rugby,0.65,18,False,East,,,
Iris Lutz,837510026571,Manitoba,ice hockey,0.49,50,True,South,not interested,False,
Lennon Mcclain,916693269900,Ontario,tennis,0.3,49,True,South,interested,False,
Kason Carter,819612570048,Manitoba,cricket,0.34,54,False,South,,,
Damon Mora,436938230220,Alberta,soccer,0.33,30,True,West,interested,False,
Arthur Madden,293077278,Manitoba,baseball,0.11,28,False,South,,,
Aaden English,390463175800,Alberta,baseball,0.66,21,True,West,interested,True,rejected
Gavin Ritter,869464712178,Ontario,ice hockey,0.57,54,False,South,,,
Gretchen Melendez,57225855262,Manitoba,baseball,0.17,23,False,South,,,
Alden Finley,381024830039,New Brunswick,ice hockey,0.53,43,False,East,,,
Romeo Galvan,442724744431,Prince Edward Island,tennis,0.31,53,False,East,,,
Conner Yoder,421913665190,Quebec,cricket,0.4,44,False,East,,,
Jabari Ayala,581575131859,Ontario,tennis,0.49,23,False,South,,,
Alexa Roberts,684047598805,Saskatchewan,soccer,0.28,28,False,West,,,
Rayne Clarke,446347089343,Alberta,rugby,0.53,30,False,West,,,
Johnathon Sparks,742054881319,Nova Scotia,cricket,0.22,38,False,East,,,
Angela Dunlap,896514027436,Quebec,baseball,0.57,37,False,East,,,
Santino Mccann,138020484098,British Columbia,cricket,0.49,46,False,West,,,
Walker Perry,811727749616,Manitoba,cricket,0.37,22,False,South,,,
Fernando Conner,496562654379,Ontario,soccer,0.96,39,False,South,,,
Judah Reid,450157606125,Alberta,soccer,0.26,39,True,West,interested,True,rejected
Eve Turner,161685072796,British Columbia,cricket,0.77,27,False,West,,,
Jack Murphy,402439528886,Quebec,cricket,0.69,62,True,East,interested,True,approved
Chace Nolan,193117339551,Alberta,ice hockey,0.55,19,False,West,,,
Trystan Clements,244984284764,Manitoba,cricket,0.63,42,False,South,,,
Kaeden Glenn,67086989769,Ontario,ice hockey,0.65,47,False,South,,,
Rodrigo Douglas,552647994941,New Brunswick,soccer,0.65,30,True,East,not interested,False,
Scarlet Reilly,960226379200,British Columbia,rugby,0.47,18,False,West,,,
Gianni Mcbride,347297508064,Quebec,baseball,0.55,24,False,East,,,
Vivian Pollard,952211819190,Alberta,ice hockey,0.11,24,False,West,,,
Hayley Howard,210982630703,Saskatchewan,baseball,0.53,50,False,West,,,
Jordyn Alvarado,655413695464,Ontario,ice hockey,0.63,27,False,South,,,
Carla Larson,700125518341,British Columbia,soccer,0.55,42,False,West,,,
Jaida Glass,548085261047,British Columbia,soccer,0.64,29,False,West,,,
Kamila Cabrera,240576603423,Quebec,soccer,0.35,40,True,East,interested,False,
Jayda Dillon,780195392411,Ontario,soccer,0.7,42,False,South,,,
Juliet Mann,46816713910,Ontario,ice hockey,0.08,45,True,South,not interested,False,
Kaylee Rose,560823894248,Quebec,soccer,0.69,59,True,East,dead line,False,
Brayan Mckinney,229949228223,Quebec,ice hockey,0.35,32,False,East,,,
Alden Archer,632096221106,Quebec,ice hockey,0.87,36,True,East,not interested,False,
Halle Barajas,612258878202,Nova Scotia,soccer,0.1,50,False,East,,,
Salvador Huffman,158225584663,Alberta,cricket,0.55,21,True,West,not interested,False,
Zachariah Powell,351189850540,Alberta,baseball,0.78,56,False,West,,,
Hadassah Tyler,760565452017,Alberta,baseball,0.65,37,False,West,,,
Hailie Rowland,612647334321,Quebec,ice hockey,0.21,67,False,East,,,
Keon Freeman,606270316718,Saskatchewan,ice hockey,0.57,20,True,West,not interested,False,
Kael Sweeney,113881060904,Quebec,ice hockey,0.65,23,False,East,,,
Rebecca Conner,699364705907,Saskatchewan,ice hockey,0.41,23,False,West,,,
Humberto Gonzales,782612837959,Saskatchewan,tennis,0.77,19,False,West,,,
Deshawn Lloyd,639799738186,Saskatchewan,rugby,0.49,31,True,West,interested,True,rejected
Madalynn Decker,87474378434,Quebec,ice hockey,0.13,27,True,East,not interested,False,
Avery Mosley,83870466064,Alberta,ice hockey,0.34,25,False,West,,,
Emmalee Garrison,92396233390,Quebec,baseball,0.11,43,False,East,,,
Curtis Odonnell,144203623180,British Columbia,cricket,0.51,46,False,West,,,
Teresa Murphy,656579646046,Manitoba,soccer,0.34,53,False,South,,,
Shannon Lopez,923902573357,British Columbia,soccer,0.55,39,False,West,,,
Joseph Sexton,146551039499,Quebec,baseball,0.1,34,False,East,,,
Aleah Suarez,465019584688,Saskatchewan,tennis,0.46,18,False,West,,,
Yusuf Lowery,144602543905,Nova Scotia,soccer,0.08,39,False,East,,,
Jazmine Leon,183194723327,Newfoundland and Labrador,cricket,0.45,18,True,East,not interested,False,
Mohammad Mcgrath,741946217979,Ontario,basketball,0.88,84,True,South,not interested,False,
Kelsie Burgess,47949721665,Newfoundland and Labrador,tennis,0.34,18,True,East,not interested,False,
Brooke Phelps,212667143521,British Columbia,soccer,0.37,64,False,West,,,
Grant Crane,565790165054,Quebec,cricket,0.67,23,False,East,,,
Philip Freeman,248476333037,Quebec,ice hockey,0.25,44,True,East,not interested,False,
Carla Robinson,291687326720,Ontario,cricket,0.47,30,False,South,,,
Tatiana Roman,569027324829,British Columbia,ice hockey,0.79,29,True,West,not interested,False,
Wilson Whitaker,678566696219,Prince Edward Island,ice hockey,0.37,23,False,East,,,
Lilah Richard,359069681346,Quebec,baseball,0.59,18,True,East,not interested,False,
Luciana Mercado,328491047063,Ontario,ice hockey,0.61,63,False,South,,,
Michelle Carrillo,336481938641,Saskatchewan,ice hockey,0.5,20,False,West,,,
Jaydin Blackburn,243697519807,Quebec,baseball,0.54,27,True,East,interested,False,
Sandra Lewis,371562145953,Quebec,soccer,0.62,36,False,East,,,
Jackson Lang,45260907990,Ontario,ice hockey,0.2,27,True,South,interested,False,
Kenyon Pineda,413156601805,British Columbia,tennis,0.42,40,False,West,,,
Shawn Cooley,336285734346,Ontario,basketball,0.65,26,False,South,,,
Anabelle Irwin,436619504580,Quebec,ice hockey,0.51,31,True,East,not interested,False,
Willie Mckee,880303166341,British Columbia,ice hockey,0.77,31,True,West,not interested,False,
Kameron Odom,739934826396,Ontario,soccer,0.75,38,False,South,,,
Johnny Lam,912180527092,Manitoba,cricket,0.46,24,False,South,,,
Ryann Burnett,383574629577,Saskatchewan,ice hockey,0.12,21,False,West,,,
Dominick Potter,576248298930,Alberta,ice hockey,0.69,33,False,West,,,
Jaydan Blankenship,807064957459,Quebec,baseball,0.67,21,False,East,,,
Raul Clark,703214779575,Prince Edward Island,ice hockey,0.35,64,False,East,,,
Carissa Arias,278558795502,British Columbia,soccer,0.75,26,True,West,interested,False,
Darwin Oconnell,761198869267,Ontario,rugby,0.6,25,False,South,,,
Riley Santana,950699100125,Alberta,cricket,0.4,29,False,West,,,
Scarlet Atkins,942868695579,Ontario,cricket,0.2,27,False,South,,,
Braiden George,810207003662,Saskatchewan,cricket,0.63,33,False,West,,,
Paulina Krueger,397725522064,Quebec,cricket,0.56,45,True,East,interested,True,rejected
Braden Collins,493658864663,Quebec,soccer,0.42,31,True,East,not interested,False,
Daniella Mcguire,708911938465,Quebec,rugby,0.57,37,True,East,not interested,False,
Alena Levy,710236705767,Newfoundland and Labrador,soccer,0.35,29,False,East,,,
Marley Pittman,639442885354,British Columbia,ice hockey,0.25,18,True,West,not interested,False,
Coleman Moody,712478809661,Alberta,ice hockey,0.46,44,False,West,,,
Dillon Russell,2552213369,Quebec,ice hockey,0.34,18,True,East,interested,False,
Alexis Mendoza,412955764106,Manitoba,baseball,0.08,31,False,South,,,
Garrett Silva,123070497289,Ontario,cricket,0.73,22,True,South,interested,True,rejected
Seth Hines,23728155460,Manitoba,baseball,0.52,18,False,South,,,
Carolyn Ortega,985908230064,Prince Edward Island,ice hockey,0.24,34,True,East,interested,False,
Caroline Lang,873474091329,Alberta,baseball,0.15,22,True,West,interested,True,rejected
Jayce Villanueva,403521335752,Ontario,ice hockey,0.2,28,True,South,interested,True,approved
Kenzie Vang,580439075215,Quebec,ice hockey,0.11,57,False,East,,,
Jade Jacobs,654170768744,Manitoba,soccer,0.41,58,False,South,,,
Cadence Leon,986741957631,Ontario,ice hockey,0.41,29,False,South,,,
Megan Cross,323301766489,British Columbia,ice hockey,0.24,84,False,West,,,
Annabelle Mann,7529007095,British Columbia,baseball,0.76,26,False,West,,,
Kody Pacheco,408738285196,New Brunswick,ice hockey,0.77,40,False,East,,,
Grant Greene,276217729565,Manitoba,cricket,0.11,64,False,South,,,
Ivy Garner,938053808374,British Columbia,rugby,0.41,19,False,West,,,
Hadassah Vasquez,961088702321,Quebec,rugby,0.59,39,False,East,,,
Juliette Ortiz,120896322375,Quebec,ice hockey,0.1,27,False,East,,,
Beau Miles,571654769431,Manitoba,ice hockey,0.73,26,False,South,,,
Valerie Yang,525354018514,British Columbia,rugby,0.61,54,False,West,,,
Santiago Sellers,763631125321,New Brunswick,soccer,0.97,27,True,East,interested,True,approved
Lauren Poole,944068257893,British Columbia,cricket,0.29,27,False,West,,,
Aliya Day,71740833472,British Columbia,soccer,0.49,34,False,West,,,
Edgar Casey,545077557735,Saskatchewan,baseball,0.15,19,False,West,,,
Lillian Ferrell,213961043461,New Brunswick,ice hockey,0.61,37,False,East,,,
Michael Berg,684898319212,Quebec,tennis,0.27,36,False,East,,,
Meadow Stark,343033309567,Quebec,baseball,0.2,60,False,East,,,
Josephine Vang,947230001959,Nova Scotia,rugby,0.94,25,True,East,interested,True,approved
Oswaldo Medina,395217289708,Manitoba,soccer,0.14,36,False,South,,,
Reid Barnett,318172991929,British Columbia,baseball,0.18,27,True,West,interested,True,rejected
Kiara Macias,276678916754,Quebec,tennis,0.51,52,True,East,interested,True,approved
Sawyer Delgado,5792680910,Prince Edward Island,baseball,0.74,29,False,East,,,
Aiyana Haley,958708745107,Saskatchewan,cricket,0.8,36,True,West,interested,True,rejected
Joslyn Briggs,978909677173,New Brunswick,tennis,0.71,27,True,East,not interested,False,
Allison Small,485735367010,Nova Scotia,ice hockey,0.23,25,False,East,,,
Raquel Davenport,790142480783,New Brunswick,tennis,0.26,37,False,East,,,
Jaiden Rivas,823797405186,Manitoba,basketball,0.2,29,True,South,interested,False,
Kristina Torres,33259771306,Ontario,tennis,0.43,18,True,South,interested,True,rejected
Daniela Wallace,724162251121,Alberta,cricket,0.12,24,False,West,,,
Elsa Roberson,558991324739,Manitoba,soccer,0.61,23,False,South,,,
Jabari Oneill,266324519343,Ontario,soccer,0.61,19,False,South,,,
Richard Lutz,867731669980,Prince Edward Island,ice hockey,0.32,19,False,East,,,
Harper Rivas,259853545410,Ontario,rugby,0.74,45,False,South,,,
Catalina Mathis,243353947389,Ontario,soccer,0.59,37,False,South,,,
Brooklynn Eaton,303156779381,Quebec,cricket,0.64,64,True,East,interested,False,
Ibrahim Mccoy,669119449965,Ontario,soccer,0.61,61,False,South,,,
Haley Griffith,140417027532,Manitoba,ice hockey,0.46,21,False,South,,,
Estrella Delgado,382370905083,Prince Edward Island,rugby,0.37,51,False,East,,,
Jase Benitez,33737447562,Ontario,soccer,0.21,18,False,South,,,
Gabrielle Melendez,878520797946,British Columbia,cricket,0.16,38,True,West,interested,False,
Antoine Kaiser,649246194528,Alberta,rugby,0.27,28,False,West,,,
Leonel Ritter,155326261769,Quebec,ice hockey,0.36,42,False,East,,,
Alanna Melton,417117998540,Ontario,soccer,0.42,83,False,South,,,
Micah Callahan,979679990971,Quebec,ice hockey,0.29,19,False,East,,,
Giovanni Li,8878379053,Newfoundland and Labrador,soccer,0.33,21,True,East,not interested,False,
Clayton Horton,142737513753,Ontario,baseball,0.41,20,False,South,,,
Sabrina Austin,712707694148,Quebec,ice hockey,0.24,36,True,East,dead line,False,
Jaelynn Delacruz,669690948821,Alberta,ice hockey,0.21,39,False,West,,,
Thalia Watts,559750849233,Saskatchewan,ice hockey,0.37,19,False,West,,,
Karissa Galloway,228392478980,Ontario,cricket,0.6,18,False,South,,,
Dario Buck,193507787112,Manitoba,soccer,0.35,43,True,South,not interested,False,
Francesca Mclaughlin,533600399510,Quebec,cricket,0.37,31,False,East,,,
Marcus Hill,939525309467,Ontario,ice hockey,0.2,29,True,South,interested,True,approved
Salma Santos,108194730984,Nova Scotia,soccer,0.84,111,False,East,,,
Shea Francis,9272538173,Nova Scotia,rugby,0.1,40,True,East,dead line,False,
Krish Carter,780239860780,Manitoba,cricket,0.19,46,False,South,,,
Isabel Espinoza,416050061841,Nova Scotia,soccer,0.35,25,False,East,,,
Leticia Holder,851268193501,Saskatchewan,tennis,0.56,56,False,West,,,
Kayden Hickman,133239923851,Ontario,soccer,0.78,45,False,South,,,
Tyson David,109029736552,Alberta,baseball,0.09,36,False,West,,,
Karter Hansen,651852047129,Alberta,baseball,0.48,49,True,West,interested,False,
Adyson Stevens,783347009978,Alberta,cricket,0.24,19,True,West,interested,False,
Curtis Carrillo,279167800976,Manitoba,ice hockey,0.49,30,False,South,,,
Izabelle Patton,987536725456,Saskatchewan,cricket,0.34,35,False,West,,,
Noah Riddle,990444224217,Quebec,rugby,0.66,26,False,East,,,
Kaylah Mcpherson,852818814889,Alberta,cricket,0.8,61,False,West,,,
Kailee Proctor,376957901528,Ontario,baseball,0.6,22,True,South,answer machine,False,
Ryker Browning,881076381882,Ontario,baseball,0.22,55,False,South,,,
Damon Porter,342034493079,Ontario,soccer,0.16,23,False,South,,,
Lilliana Malone,3183217100,Quebec,ice hockey,0.25,20,False,East,,,
Alison Briggs,703411826699,Ontario,ice hockey,0.38,47,False,South,,,
Rebecca Sloan,535925935869,Quebec,ice hockey,0.4,48,False,East,,,
Marlene Holden,370349777351,Ontario,ice hockey,0.62,37,False,South,,,
Dennis Sims,343515951079,Manitoba,soccer,0.45,32,False,South,,,
Kelvin Pena,31049486103,New Brunswick,ice hockey,0.32,68,False,East,,,
Rudy Yu,343596561808,Manitoba,cricket,0.31,18,False,South,,,
Maria Blair,795925020896,Newfoundland and Labrador,baseball,0.75,65,True,East,interested,False,
Maleah Bowers,743474540256,British Columbia,tennis,0.51,36,False,West,,,
Alessandra Rhodes,170089023944,Quebec,baseball,0.48,59,False,East,,,
Arthur Vazquez,93992944166,Manitoba,ice hockey,0.45,35,False,South,,,
Bryson Henry,979012731270,Saskatchewan,soccer,0.72,33,False,West,,,
Jazmine Reese,889050294781,Quebec,tennis,0.75,55,False,East,,,
Amiya Beltran,397318991706,Manitoba,cricket,0.65,33,False,South,,,
Myla Silva,45053011884,Quebec,soccer,0.66,65,True,East,interested,False,
Sincere Bates,811651133721,New Brunswick,ice hockey,0.12,38,False,East,,,
Erick Gibbs,654339231641,British Columbia,cricket,0.46,31,False,West,,,
Kyleigh Mcconnell,258567929492,Manitoba,baseball,0.44,49,False,South,,,
Enzo Moreno,937689277349,British Columbia,baseball,0.39,19,False,West,,,
Terrance Carter,252521487549,Alberta,soccer,0.82,19,True,West,not interested,False,
Max Rosales,878027123764,Alberta,baseball,0.23,40,False,West,,,
Ellie Meyers,974449884381,Alberta,ice hockey,0.43,38,True,West,not interested,False,
Leah Steele,624756847331,Ontario,rugby,0.24,32,True,South,not interested,False,
Erin Branch,707853475658,Ontario,tennis,0.27,22,False,South,,,
Marquis Abbott,572743424260,Ontario,cricket,0.34,23,False,South,,,
Abram Knight,809281233880,Manitoba,baseball,0.31,25,False,South,,,
Lisa Deleon,380528208093,Saskatchewan,baseball,0.58,28,True,West,dead line,False,
Jaidyn Moon,74367022126,Saskatchewan,cricket,0.94,25,True,West,not interested,False,
Jamarcus Chang,151712567445,Alberta,ice hockey,0.46,33,False,West,,,
Mercedes Nolan,451906840302,Ontario,ice hockey,0.66,49,False,South,,,
Deven Berry,129556465832,Ontario,ice hockey,0.3,58,False,South,,,
Leonidas Andersen,306843365484,Saskatchewan,cricket,0.29,26,True,West,interested,False,
Greta Crawford,255847359135,Saskatchewan,ice hockey,0.53,35,True,West,interested,False,
Violet Webb,310334897313,Ontario,soccer,0.4,39,True,South,not interested,False,
Kylee Barrett,269906242871,Alberta,cricket,0.54,22,False,West,,,
Zaria Harmon,205878153909,Newfoundland and Labrador,baseball,0.48,19,False,East,,,
Iliana Barrett,604326731172,British Columbia,baseball,0.38,28,True,West,interested,False,
Kamryn Simpson,920901284060,Manitoba,soccer,0.51,27,True,South,interested,False,
